qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen
CR-75_QB5629_2019-08-29_F04	83655.10.CP013990	97.385	1415	28	8	1	1411	811584	812993	0.0	2399	1411	4803917
CR-75_QB5629_2019-08-29_F04	83655.10.CP013990	97.385	1415	28	8	1	1411	1205671	1207080	0.0	2399	1411	4803917
CR-75_QB5629_2019-08-29_F04	1333848.3.CP007557	97.951	1415	20	8	1	1411	1530787	1532196	0.0	2444	1411	5099034
CR-75_QB5629_2019-08-29_F04	1333848.3.CP007557	97.951	1415	20	8	1	1411	1572819	1574228	0.0	2444	1411	5099034
CR-75_QB5629_2019-08-29_F04	1333848.3.CP007557	97.951	1415	20	8	1	1411	5029217	5027808	0.0	2444	1411	5099034
CR-75_QB5629_2019-08-29_F04	1333848.3.CP007557	97.880	1415	21	8	1	1411	746368	744959	0.0	2438	1411	5099034
CR-75_QB5629_2019-08-29_F04	1333848.3.CP007557	97.880	1415	21	8	1	1411	840687	839278	0.0	2438	1411	5099034
CR-75_QB5629_2019-08-29_F04	1333848.3.CP007557	97.809	1415	22	8	1	1411	1400330	1401739	0.0	2433	1411	5099034
CR-75_QB5629_2019-08-29_F04	1333848.3.CP007557	97.314	1415	29	8	1	1411	1715597	1717006	0.0	2394	1411	5099034
CR-75_QB5629_2019-08-29_F04	1333848.3.CP007557	97.314	1415	29	8	1	1411	2231689	2233098	0.0	2394	1411	5099034
CR-75_QB5629_2019-08-29_F04	82977.3.JPRU01000007	97.880	1415	21	7	1	1411	22103	23512	0.0	2438	1411	100929
CR-75_QB5629_2019-08-29_F04	693444.3.CP003938	97.808	1414	27	4	1	1411	1112142	1113554	0.0	2436	1411	4762179
CR-75_QB5629_2019-08-29_F04	693444.3.CP003938	97.808	1414	27	4	1	1411	3810961	3809549	0.0	2436	1411	4762179
CR-75_QB5629_2019-08-29_F04	693444.3.CP003938	97.806	1413	28	3	1	1411	4506813	4505402	0.0	2435	1411	4762179
CR-75_QB5629_2019-08-29_F04	693444.3.CP003938	97.806	1413	28	3	1	1411	4599252	4597841	0.0	2435	1411	4762179
CR-75_QB5629_2019-08-29_F04	693444.3.CP003938	97.737	1414	28	4	1	1411	733393	734805	0.0	2431	1411	4762179
CR-75_QB5629_2019-08-29_F04	693444.3.CP003938	97.735	1413	29	3	1	1411	4714509	4713098	0.0	2429	1411	4762179
CR-75_QB5629_2019-08-29_F04	693444.3.CP003938	97.381	1413	34	3	1	1411	430962	432373	0.0	2401	1411	4762179
CR-75_QB5629_2019-08-29_F04	693444.3.CP003938	97.240	1413	36	3	1	1411	4307147	4305736	0.0	2390	1411	4762179
CR-75_QB5629_2019-08-29_F04	693444.3.CP003938	97.169	1413	37	3	1	1411	4465817	4464406	0.0	2385	1411	4762179
CR-75_QB5629_2019-08-29_F04	399742.10.NC_009436	97.739	1415	23	7	1	1411	250933	252342	0.0	2427	1411	4518712
CR-75_QB5629_2019-08-29_F04	399742.10.NC_009436	97.739	1415	23	7	1	1411	4028977	4027568	0.0	2427	1411	4518712
CR-75_QB5629_2019-08-29_F04	399742.10.NC_009436	97.668	1415	24	7	1	1411	3347744	3346335	0.0	2422	1411	4518712
CR-75_QB5629_2019-08-29_F04	399742.10.NC_009436	97.668	1415	24	7	1	1411	4274540	4273131	0.0	2422	1411	4518712
CR-75_QB5629_2019-08-29_F04	399742.10.NC_009436	97.668	1415	24	7	1	1411	4365613	4364204	0.0	2422	1411	4518712
CR-75_QB5629_2019-08-29_F04	399742.10.NC_009436	97.597	1415	25	8	1	1411	4471207	4469798	0.0	2416	1411	4518712
CR-75_QB5629_2019-08-29_F04	399742.10.NC_009436	97.456	1415	27	8	1	1411	838284	839693	0.0	2405	1411	4518712
CR-75_QB5629_2019-08-29_F04	980518.3.AEXB01000023	97.666	1414	29	4	1	1411	1539	127	0.0	2425	1411	1551
CR-75_QB5629_2019-08-29_F04	980518.3.AEXB01000008	97.666	1414	29	4	1	1411	1546	134	0.0	2425	1411	1863
CR-75_QB5629_2019-08-29_F04	82977.3.JPRU01000006	97.597	1415	25	7	1	1411	3016	1607	0.0	2423	1411	130381
escherichia-coli-k-12	511145.12.NC_000913	100.000	1542	0	0	1	1542	223771	225312	0.0	2848	1542	4639675
escherichia-coli-k-12	511145.12.NC_000913	99.482	1543	6	2	1	1542	4164682	4166223	0.0	2804	1542	4639675
escherichia-coli-k-12	511145.12.NC_000913	99.482	1543	6	2	1	1542	4206170	4207711	0.0	2804	1542	4639675
escherichia-coli-k-12	511145.12.NC_000913	99.417	1543	7	2	1	1542	4033554	4035095	0.0	2798	1542	4639675
escherichia-coli-k-12	511145.12.NC_000913	99.093	1543	12	2	1	1542	3939831	3941372	0.0	2771	1542	4639675
escherichia-coli-k-12	511145.12.NC_000913	98.963	1543	14	2	1	1542	2729179	2727638	0.0	2760	1542	4639675
escherichia-coli-k-12	511145.12.NC_000913	98.898	1543	15	2	1	1542	3426784	3425243	0.0	2754	1542	4639675
escherichia-coli-k-12	386585.9.NC_002695	99.935	1542	1	0	1	1542	4735252	4736793	0.0	2843	1542	5498450
escherichia-coli-k-12	386585.9.NC_002695	99.870	1542	2	0	1	1542	227102	228643	0.0	2837	1542	5498450
escherichia-coli-k-12	386585.9.NC_002695	99.870	1542	2	0	1	1542	4163775	4162234	0.0	2837	1542	5498450
escherichia-coli-k-12	386585.9.NC_002695	99.870	1542	2	0	1	1542	4831654	4833195	0.0	2837	1542	5498450
escherichia-coli-k-12	386585.9.NC_002695	99.870	1542	2	0	1	1542	4975927	4977468	0.0	2837	1542	5498450
escherichia-coli-k-12	386585.9.NC_002695	99.870	1542	2	0	1	1542	5016953	5018494	0.0	2837	1542	5498450
escherichia-coli-k-12	386585.9.NC_002695	99.417	1543	7	2	1	1542	3451276	3449735	0.0	2798	1542	5498450
escherichia-coli-k-12	585056.7.NC_011751	99.870	1542	2	0	1	1542	3875023	3873482	0.0	2837	1542	5202090
escherichia-coli-k-12	585056.7.NC_011751	99.870	1542	2	0	1	1542	4522189	4523730	0.0	2837	1542	5202090
escherichia-coli-k-12	585056.7.NC_011751	99.546	1542	7	0	1	1542	4428675	4430216	0.0	2809	1542	5202090
escherichia-coli-k-12	585056.7.NC_011751	99.482	1543	6	2	1	1542	226621	228162	0.0	2804	1542	5202090
escherichia-coli-k-12	585056.7.NC_011751	99.417	1543	7	2	1	1542	4656045	4657586	0.0	2798	1542	5202090
escherichia-coli-k-12	585056.7.NC_011751	99.417	1543	7	2	1	1542	4697139	4698680	0.0	2798	1542	5202090
escherichia-coli-k-12	585056.7.NC_011751	99.028	1543	13	2	1	1542	3024067	3022526	0.0	2765	1542	5202090
escherichia-coli-k-12	585057.6.NC_011750	99.805	1542	3	0	1	1542	3943138	3941597	0.0	2832	1542	5132068
escherichia-coli-k-12	585057.6.NC_011750	99.741	1542	4	0	1	1542	4546716	4548257	0.0	2826	1542	5132068
escherichia-coli-k-12	585057.6.NC_011750	99.611	1542	6	0	1	1542	482495	480954	0.0	2815	1542	5132068
escherichia-coli-k-12	585057.6.NC_011750	99.611	1542	6	0	1	1542	2907026	2905485	0.0	2815	1542	5132068
escherichia-coli-k-12	585057.6.NC_011750	99.611	1542	6	0	1	1542	3139297	3137756	0.0	2815	1542	5132068
escherichia-coli-k-12	585057.6.NC_011750	99.611	1542	6	0	1	1542	3284589	3283048	0.0	2815	1542	5132068
escherichia-coli-k-12	585057.6.NC_011750	99.611	1542	6	0	1	1542	4593305	4594846	0.0	2815	1542	5132068
escherichia-coli-k-12	685038.3.CP001855	99.741	1542	4	0	1	1542	2719143	2717602	0.0	2826	1542	4747819
escherichia-coli-k-12	685038.3.CP001855	99.741	1542	4	0	1	1542	3446092	3444551	0.0	2826	1542	4747819
escherichia-coli-k-12	685038.3.CP001855	99.287	1543	9	2	1	1542	227838	229379	0.0	2787	1542	4747819
escherichia-coli-k-12	685038.3.CP001855	99.287	1543	9	2	1	1542	3962895	3964436	0.0	2787	1542	4747819
escherichia-coli-k-12	685038.3.CP001855	99.287	1543	9	2	1	1542	4259197	4260738	0.0	2787	1542	4747819
escherichia-coli-k-12	685038.3.CP001855	99.222	1543	10	2	1	1542	4219027	4220568	0.0	2782	1542	4747819
escherichia-coli-k-12	685038.3.CP001855	99.093	1543	12	2	1	1542	4078643	4080184	0.0	2771	1542	4747819
escherichia-coli-k-12	300269.12.NC_007384	99.611	1542	6	0	1	1542	240084	241625	0.0	2815	1542	4825265
escherichia-coli-k-12	300269.12.NC_007384	99.481	1542	8	0	1	1542	3601563	3600022	0.0	2804	1542	4825265
escherichia-coli-k-12	300269.12.NC_007384	99.093	1543	12	2	1	1542	2877414	2875873	0.0	2771	1542	4825265
escherichia-coli-k-12	300269.12.NC_007384	99.093	1543	12	2	1	1542	4148249	4149790	0.0	2771	1542	4825265
escherichia-coli-k-12	300269.12.NC_007384	99.093	1543	12	2	1	1542	4252785	4254326	0.0	2771	1542	4825265
escherichia-coli-k-12	300269.12.NC_007384	99.093	1543	12	2	1	1542	4386044	4387585	0.0	2771	1542	4825265
escherichia-coli-k-12	300269.12.NC_007384	99.093	1543	12	2	1	1542	4426338	4427879	0.0	2771	1542	4825265
escherichia-coli-k-12	585054.5.NC_011740	99.287	1543	9	2	1	1542	481833	483374	0.0	2787	1542	4588711
escherichia-coli-k-12	585054.5.NC_011740	99.222	1543	10	2	1	1542	245190	246731	0.0	2782	1542	4588711
escherichia-coli-k-12	585054.5.NC_011740	99.093	1543	12	2	1	1542	3344855	3343314	0.0	2771	1542	4588711
escherichia-coli-k-12	585054.5.NC_011740	99.093	1543	12	2	1	1542	3717358	3715817	0.0	2771	1542	4588711
escherichia-coli-k-12	585054.5.NC_011740	99.093	1543	12	2	1	1542	3841068	3839527	0.0	2771	1542	4588711
escherichia-coli-k-12	585054.5.NC_011740	99.093	1543	12	2	1	1542	3881373	3879832	0.0	2771	1542	4588711
escherichia-coli-k-12	585054.5.NC_011740	99.093	1543	12	2	1	1542	4161341	4162882	0.0	2771	1542	4588711
escherichia-coli-k-12	300267.13.NC_007606	99.157	1543	11	2	1	1542	224744	226285	0.0	2776	1542	4369232
escherichia-coli-k-12	300267.13.NC_007606	99.157	1543	11	2	1	1542	2626925	2625384	0.0	2776	1542	4369232
escherichia-coli-k-12	300267.13.NC_007606	99.157	1543	11	2	1	1542	3211199	3209658	0.0	2776	1542	4369232
escherichia-coli-k-12	300267.13.NC_007606	99.157	1543	11	2	1	1542	3449785	3448244	0.0	2776	1542	4369232
escherichia-coli-k-12	300267.13.NC_007606	99.157	1543	11	2	1	1542	3491747	3490206	0.0	2776	1542	4369232
escherichia-coli-k-12	300267.13.NC_007606	99.157	1543	11	2	1	1542	3624931	3623390	0.0	2776	1542	4369232
escherichia-coli-k-12	300267.13.NC_007606	99.157	1543	11	2	1	1542	3724009	3722468	0.0	2776	1542	4369232
escherichia-coli-k-12	198214.7.NC_004337	99.157	1543	11	2	1	1542	3951291	3952832	0.0	2776	1542	4607203
escherichia-coli-k-12	198214.7.NC_004337	99.028	1543	13	2	1	1542	3411556	3410015	0.0	2765	1542	4607203
escherichia-coli-k-12	198214.7.NC_004337	99.028	1543	13	2	1	1542	4048482	4050023	0.0	2765	1542	4607203
escherichia-coli-k-12	198214.7.NC_004337	99.028	1543	13	2	1	1542	4186671	4188212	0.0	2765	1542	4607203
escherichia-coli-k-12	198214.7.NC_004337	99.028	1543	13	2	1	1542	4227109	4228650	0.0	2765	1542	4607203
escherichia-coli-k-12	198214.7.NC_004337	98.963	1543	13	3	1	1542	214669	216209	0.0	2758	1542	4607203
escherichia-coli-k-12	198214.7.NC_004337	98.963	1543	13	3	1	1542	2728214	2726674	0.0	2758	1542	4607203
escherichia-coli-k-12	300268.11.NC_007613	99.157	1543	11	2	1	1542	3790015	3791556	0.0	2776	1542	4519823
escherichia-coli-k-12	300268.11.NC_007613	98.769	1543	17	2	1	1542	209747	211288	0.0	2743	1542	4519823
escherichia-coli-k-12	300268.11.NC_007613	98.769	1543	17	2	1	1542	2630854	2629313	0.0	2743	1542	4519823
escherichia-coli-k-12	300268.11.NC_007613	98.769	1543	17	2	1	1542	3277045	3275504	0.0	2743	1542	4519823
escherichia-coli-k-12	300268.11.NC_007613	98.769	1543	17	2	1	1542	3888805	3890346	0.0	2743	1542	4519823
escherichia-coli-k-12	300268.11.NC_007613	98.769	1543	17	2	1	1542	4025240	4026781	0.0	2743	1542	4519823
escherichia-coli-k-12	300268.11.NC_007613	98.769	1543	17	2	1	1542	4066550	4068091	0.0	2743	1542	4519823
H-D3-gfp_QB5629_2019-08-29_G05	1207075.3.CP003880	99.573	1404	4	2	1	1403	1080597	1081999	0.0	2558	1403	6183388
H-D3-gfp_QB5629_2019-08-29_G05	1207075.3.CP003880	99.573	1404	4	2	1	1403	1768731	1770133	0.0	2558	1403	6183388
H-D3-gfp_QB5629_2019-08-29_G05	1207075.3.CP003880	99.573	1404	4	2	1	1403	5287605	5286203	0.0	2558	1403	6183388
H-D3-gfp_QB5629_2019-08-29_G05	1207075.3.CP003880	99.430	1404	5	3	1	1403	111225	112626	0.0	2545	1403	6183388
H-D3-gfp_QB5629_2019-08-29_G05	1207075.3.CP003880	99.217	1404	8	3	1	1403	3873906	3872505	0.0	2529	1403	6183388
H-D3-gfp_QB5629_2019-08-29_G05	1207075.3.CP003880	99.004	1405	8	6	1	1403	5596110	5594710	0.0	2512	1403	6183388
H-D3-gfp_QB5629_2019-08-29_G05	1207075.3.CP003880	98.650	1407	8	10	1	1403	690176	691575	0.0	2483	1403	6183388
H-D3-gfp_QB5629_2019-08-29_G05	1150862.3.AIEU01000016	98.362	1404	21	2	1	1403	139	1541	0.0	2464	1403	1686
H-D3-gfp_QB5629_2019-08-29_G05	1211579.3.AP013070	98.291	1404	22	2	1	1403	169524	170926	0.0	2459	1403	6156701
H-D3-gfp_QB5629_2019-08-29_G05	1211579.3.AP013070	98.291	1404	22	2	1	1403	550123	551525	0.0	2459	1403	6156701
H-D3-gfp_QB5629_2019-08-29_G05	1211579.3.AP013070	98.291	1404	22	2	1	1403	786691	788093	0.0	2459	1403	6156701
H-D3-gfp_QB5629_2019-08-29_G05	1211579.3.AP013070	98.291	1404	22	2	1	1403	1264206	1265608	0.0	2459	1403	6156701
H-D3-gfp_QB5629_2019-08-29_G05	1211579.3.AP013070	98.291	1404	22	2	1	1403	4079746	4078344	0.0	2459	1403	6156701
H-D3-gfp_QB5629_2019-08-29_G05	1211579.3.AP013070	98.291	1404	22	2	1	1403	5273957	5272555	0.0	2459	1403	6156701
H-D3-gfp_QB5629_2019-08-29_G05	1211579.3.AP013070	98.219	1404	23	2	1	1403	164079	165481	0.0	2453	1403	6156701
H-D3-gfp_QB5629_2019-08-29_G05	994484.3.NC_015379	98.294	1407	16	7	1	1403	6173081	6171679	0.0	2459	1403	6843248
H-D3-gfp_QB5629_2019-08-29_G05	994484.3.NC_015379	98.223	1407	17	7	1	1403	182527	183929	0.0	2453	1403	6843248
H-D3-gfp_QB5629_2019-08-29_G05	994484.3.NC_015379	98.223	1407	17	7	1	1403	844687	846089	0.0	2453	1403	6843248
H-D3-gfp_QB5629_2019-08-29_G05	994484.3.NC_015379	98.223	1407	17	7	1	1403	5809288	5807886	0.0	2453	1403	6843248
H-D3-gfp_QB5629_2019-08-29_G05	994484.3.NC_015379	98.152	1407	18	7	1	1403	4846427	4845025	0.0	2447	1403	6843248
H-D3-gfp_QB5629_2019-08-29_G05	690598.6.AKBQ01000002	98.219	1404	23	2	1	1403	289	1691	0.0	2453	1403	1836
H-D3-gfp_QB5629_2019-08-29_G05	1179778.3.AJWX01000059	98.149	1405	23	3	1	1403	274	1677	0.0	2447	1403	1822
H-D3-gfp_QB5629_2019-08-29_G05	1114970.3.CP003150	98.152	1407	18	7	1	1403	165951	167353	0.0	2447	1403	6845832
H-D3-gfp_QB5629_2019-08-29_G05	1114970.3.CP003150	98.152	1407	18	7	1	1403	845077	846479	0.0	2447	1403	6845832
H-D3-gfp_QB5629_2019-08-29_G05	1114970.3.CP003150	98.152	1407	18	7	1	1403	2107448	2108850	0.0	2447	1403	6845832
H-D3-gfp_QB5629_2019-08-29_G05	1114970.3.CP003150	98.152	1407	18	7	1	1403	5766411	5765009	0.0	2447	1403	6845832
H-D3-gfp_QB5629_2019-08-29_G05	1114970.3.CP003150	98.152	1407	18	7	1	1403	6155179	6153777	0.0	2447	1403	6845832
H-D3-gfp_QB5629_2019-08-29_G05	1042209.11.AFOY02000020	98.082	1408	17	9	1	1403	247	1649	0.0	2442	1403	52898
H-D3-gfp_QB5629_2019-08-29_G05	237609.3.CP009048	98.077	1404	25	2	1	1403	154161	155563	0.0	2442	1403	5764622
H-D3-gfp_QB5629_2019-08-29_G05	237609.3.CP009048	98.077	1404	25	2	1	1403	537135	538537	0.0	2442	1403	5764622
H-D3-gfp_QB5629_2019-08-29_G05	237609.3.CP009048	98.077	1404	25	2	1	1403	840184	841586	0.0	2442	1403	5764622
H-D3-gfp_QB5629_2019-08-29_G05	237609.3.CP009048	98.077	1404	25	2	1	1403	1354347	1355749	0.0	2442	1403	5764622
H-D3-gfp_QB5629_2019-08-29_G05	237609.3.CP009048	98.077	1404	25	2	1	1403	3845604	3844202	0.0	2442	1403	5764622
H-D3-gfp_QB5629_2019-08-29_G05	237609.3.CP009048	98.077	1404	25	2	1	1403	5095323	5093921	0.0	2442	1403	5764622
H-D3-gfp_QB5629_2019-08-29_G05	243924.3.JRMB01000004	98.009	1406	22	6	1	1403	368644	370046	0.0	2436	1403	372002
H-D3-gfp_QB5629_2019-08-29_G05	243924.3.JRMB01000004	97.385	1415	22	15	1	1403	1014	2425	0.0	2394	1403	372002
H-E5_QB5629_2019-08-29_D08	1117958.3.AHIP01000073	98.935	1408	9	5	1	1404	5154	3749	0.0	2512	1404	5423
H-E5_QB5629_2019-08-29_D08	216595.4.NC_012660	98.935	1408	9	5	1	1404	119771	121176	0.0	2512	1404	6722539
H-E5_QB5629_2019-08-29_D08	216595.4.NC_012660	98.935	1408	9	5	1	1404	768583	769988	0.0	2512	1404	6722539
H-E5_QB5629_2019-08-29_D08	216595.4.NC_012660	98.935	1408	9	5	1	1404	2234978	2236383	0.0	2512	1404	6722539
H-E5_QB5629_2019-08-29_D08	216595.4.NC_012660	98.935	1408	9	5	1	1404	5722208	5720803	0.0	2512	1404	6722539
H-E5_QB5629_2019-08-29_D08	216595.4.NC_012660	98.935	1408	9	5	1	1404	6073663	6072258	0.0	2512	1404	6722539
H-E5_QB5629_2019-08-29_D08	1295141.3.AOUH01000021	98.864	1408	10	5	1	1404	171191	172596	0.0	2507	1404	173501
H-E5_QB5629_2019-08-29_D08	1114970.3.CP003150	98.792	1407	13	3	1	1404	165949	167354	0.0	2501	1404	6845832
H-E5_QB5629_2019-08-29_D08	1114970.3.CP003150	98.792	1407	13	3	1	1404	845075	846480	0.0	2501	1404	6845832
H-E5_QB5629_2019-08-29_D08	1114970.3.CP003150	98.792	1407	13	3	1	1404	2107446	2108851	0.0	2501	1404	6845832
H-E5_QB5629_2019-08-29_D08	1114970.3.CP003150	98.792	1407	13	3	1	1404	5766413	5765008	0.0	2501	1404	6845832
H-E5_QB5629_2019-08-29_D08	1114970.3.CP003150	98.792	1407	13	3	1	1404	6155181	6153776	0.0	2501	1404	6845832
H-E5_QB5629_2019-08-29_D08	1042209.11.AFOY02000020	98.722	1408	12	5	1	1404	245	1650	0.0	2495	1404	52898
H-E5_QB5629_2019-08-29_D08	994484.3.NC_015379	98.650	1407	15	3	1	1404	6173083	6171678	0.0	2490	1404	6843248
H-E5_QB5629_2019-08-29_D08	994484.3.NC_015379	98.579	1407	16	3	1	1404	182525	183930	0.0	2484	1404	6843248
H-E5_QB5629_2019-08-29_D08	994484.3.NC_015379	98.579	1407	16	3	1	1404	844685	846090	0.0	2484	1404	6843248
H-E5_QB5629_2019-08-29_D08	994484.3.NC_015379	98.579	1407	16	3	1	1404	5809290	5807885	0.0	2484	1404	6843248
H-E5_QB5629_2019-08-29_D08	994484.3.NC_015379	98.507	1407	17	3	1	1404	4846429	4845024	0.0	2479	1404	6843248
H-E5_QB5629_2019-08-29_D08	1147786.5.AJFM01000072	98.582	1410	11	8	1	1404	1553	147	0.0	2484	1404	1704
H-E5_QB5629_2019-08-29_D08	205918.7.NC_007005	98.299	1411	14	9	1	1404	5953135	5951728	0.0	2464	1404	6093698
H-E5_QB5629_2019-08-29_D08	205918.7.NC_007005	98.228	1411	15	9	1	1404	772147	773554	0.0	2459	1404	6093698
H-E5_QB5629_2019-08-29_D08	205918.7.NC_007005	98.228	1411	15	9	1	1404	964737	966144	0.0	2459	1404	6093698
H-E5_QB5629_2019-08-29_D08	205918.7.NC_007005	98.157	1411	16	9	1	1404	3852626	3851219	0.0	2453	1404	6093698
H-E5_QB5629_2019-08-29_D08	205918.7.NC_007005	98.086	1411	17	9	1	1404	5428213	5426806	0.0	2447	1404	6093698
H-E5_QB5629_2019-08-29_D08	573066.3.NZ_GG699488	98.299	1411	14	9	1	1404	243095	244502	0.0	2464	1404	443650
H-E5_QB5629_2019-08-29_D08	1295141.3.AOUH01000018	98.295	1408	13	10	1	1404	169316	170716	0.0	2462	1404	335449
K-A10_QB5629_2019-08-29_F02	1286170.3.CP004142	99.432	1408	4	4	1	1406	3982403	3980998	0.0	2553	1407	5398151
K-A10_QB5629_2019-08-29_F02	1286170.3.CP004142	99.290	1408	6	4	1	1406	3892246	3890841	0.0	2542	1407	5398151
K-A10_QB5629_2019-08-29_F02	1286170.3.CP004142	99.290	1408	6	4	1	1406	4090338	4088933	0.0	2542	1407	5398151
K-A10_QB5629_2019-08-29_F02	1286170.3.CP004142	99.290	1408	6	4	1	1406	5393164	5394569	0.0	2542	1407	5398151
K-A10_QB5629_2019-08-29_F02	1286170.3.CP004142	99.219	1408	7	4	1	1406	3090005	3088600	0.0	2536	1407	5398151
K-A10_QB5629_2019-08-29_F02	1286170.3.CP004142	99.219	1409	6	5	1	1406	3469036	3467630	0.0	2536	1407	5398151
K-A10_QB5629_2019-08-29_F02	1286170.3.CP004142	99.219	1408	7	4	1	1406	3850549	3849144	0.0	2536	1407	5398151
K-A10_QB5629_2019-08-29_F02	1286170.3.CP004142	99.219	1408	7	4	1	1406	4629944	4631349	0.0	2536	1407	5398151
K-A10_QB5629_2019-08-29_F02	1028307.3.NC_015663	99.006	1408	10	4	1	1406	1738749	1740154	0.0	2519	1407	5280350
K-A10_QB5629_2019-08-29_F02	1028307.3.NC_015663	98.935	1408	11	4	1	1406	221586	220181	0.0	2514	1407	5280350
K-A10_QB5629_2019-08-29_F02	1028307.3.NC_015663	98.935	1408	11	4	1	1406	1512406	1513811	0.0	2514	1407	5280350
K-A10_QB5629_2019-08-29_F02	1028307.3.NC_015663	98.935	1408	11	4	1	1406	2128447	2129852	0.0	2514	1407	5280350
K-A10_QB5629_2019-08-29_F02	1028307.3.NC_015663	98.864	1408	12	4	1	1406	1604571	1605976	0.0	2508	1407	5280350
K-A10_QB5629_2019-08-29_F02	1028307.3.NC_015663	98.864	1408	12	4	1	1406	1693714	1695119	0.0	2508	1407	5280350
K-A10_QB5629_2019-08-29_F02	1028307.3.NC_015663	98.864	1408	12	4	1	1406	2537032	2538437	0.0	2508	1407	5280350
K-A10_QB5629_2019-08-29_F02	1028307.3.NC_015663	98.722	1409	13	5	1	1406	997608	996202	0.0	2497	1407	5280350
K-A10_QB5629_2019-08-29_F02	571.62.CP011636	98.438	1408	18	4	1	1406	61646	60241	0.0	2475	1407	6257473
K-A10_QB5629_2019-08-29_F02	571.62.CP011636	98.438	1408	18	4	1	1406	231834	230429	0.0	2475	1407	6257473
K-A10_QB5629_2019-08-29_F02	571.62.CP011636	98.438	1408	18	4	1	1406	923094	924499	0.0	2475	1407	6257473
K-A10_QB5629_2019-08-29_F02	571.62.CP011636	98.438	1408	18	4	1	1406	5442390	5440985	0.0	2475	1407	6257473
K-A10_QB5629_2019-08-29_F02	571.62.CP011636	98.224	1408	21	4	1	1406	127562	126157	0.0	2459	1407	6257473
K-A10_QB5629_2019-08-29_F02	571.62.CP011636	98.153	1408	22	4	1	1406	1904294	1905699	0.0	2453	1407	6257473
K-A10_QB5629_2019-08-29_F02	571.62.CP011636	98.082	1408	23	4	1	1406	5880371	5878966	0.0	2447	1407	6257473
K-A10_QB5629_2019-08-29_F02	571.62.CP011636	97.940	1408	25	4	1	1406	371258	369853	0.0	2436	1407	6257473
K-A10_QB5629_2019-08-29_F02	1006551.4.CP003218	98.438	1408	18	4	1	1406	1658185	1659590	0.0	2475	1407	5974109
K-A10_QB5629_2019-08-29_F02	1006551.4.CP003218	98.366	1408	19	4	1	1406	1556627	1558032	0.0	2470	1407	5974109
K-A10_QB5629_2019-08-29_F02	1006551.4.CP003218	98.224	1408	21	4	1	1406	1703189	1704594	0.0	2459	1407	5974109
K-A10_QB5629_2019-08-29_F02	1006551.4.CP003218	98.224	1408	21	4	1	1406	2501009	2502414	0.0	2459	1407	5974109
K-A10_QB5629_2019-08-29_F02	1006551.4.CP003218	98.153	1408	22	4	1	1406	5318	3913	0.0	2453	1407	5974109
K-A10_QB5629_2019-08-29_F02	1006551.4.CP003218	98.153	1408	22	4	1	1406	2068242	2069647	0.0	2453	1407	5974109
K-A10_QB5629_2019-08-29_F02	1006551.4.CP003218	98.011	1408	24	4	1	1406	1425213	1426618	0.0	2442	1407	5974109
K-A10_QB5629_2019-08-29_F02	1006551.4.CP003218	97.940	1408	25	4	1	1406	876160	874755	0.0	2436	1407	5974109
K-A10_QB5629_2019-08-29_F02	640513.3.NC_015968	98.224	1408	21	4	1	1406	4286805	4285400	0.0	2459	1407	4812833
