model1,model2,media,monoculture growth model1,monoculture growth model2,coculture growth model1,coculture growth model2,community growth,MRO_model1,MRO_model2,CIP,MIP_model1 (costless),MIP_model2 (costless),BSS_model1,BSS_model2,PC_model1,PC_model2,PC_comm,BIT,GYD1,GYD2
PAg2.genome.mdl,PR2.genome.mdl,M9_Isoleucine,0.2348,13.451,23.69882231330244,6.74117768669756,30.44,73.077% (19/26),67.857% (19/28),7,0 (0),0 (0),60.714%,57.692%,100.93,0.50117,2.2242,parasitism,-56.287,0.98254
PAg2.genome.mdl,PR2.genome.mdl,M9_Mannitol,33.724,0.0,31.26705867459843,15.73894132540157,47.006,73.077% (19/26),67.857% (19/28),7,0 (0),0 (0),60.714%,57.692%,0.92715,,1.3938,,1.0,
PAg2.genome.mdl,PR2.genome.mdl,M9_Mannose,39.58,30.366,37.900566375881745,18.570433624118255,56.471,73.077% (19/26),67.857% (19/28),8,0 (0),0 (0),60.714%,57.692%,0.95757,0.61155,0.80735,amensalism,0.23279,-0.30343
PAg2.genome.mdl,PR2.genome.mdl,M9_Proline,24.897,24.095,35.860183897468886,7.752816102531115,43.613,73.077% (19/26),67.857% (19/28),7,0 (0),0 (0),60.714%,57.692%,1.4403,0.32176,0.89021,parasitism,0.032213,-0.033285
PAg2.genome.mdl,PR2.genome.mdl,M9_Fumarate,34.917,23.592,40.77466336215674,4.986336637843266,45.761,73.077% (19/26),67.857% (19/28),7,1 (0),1 (0),60.714%,57.692%,1.1678,0.21136,0.78212,parasitism,0.32434,-0.48004
PAg2.genome.mdl,PR2.genome.mdl,M9_Galactose,39.434,0.0,36.53424237842819,19.43475762157181,55.969,73.077% (19/26),67.857% (19/28),6,0 (0),0 (0),60.714%,57.692%,0.92647,,1.4193,,1.0,
PAg2.genome.mdl,PR2.genome.mdl,M9_Glycerol,27.456,21.813,17.40662321310759,18.705376786892412,36.112,73.077% (19/26),67.857% (19/28),7,0 (0),0 (0),60.714%,57.692%,0.63398,0.85753,0.73296,competitive,0.20553,-0.2587
PAg2.genome.mdl,PR2.genome.mdl,M9_Ribose,37.817,19.195,35.81024227205573,17.509757727944272,53.32,73.077% (19/26),67.857% (19/28),8,0 (0),0 (0),60.714%,57.692%,0.94694,0.9122,0.93524,neutral,0.49242,-0.97015
PAg2.genome.mdl,PR2.genome.mdl,M9_L-Arabinose,37.547,8.4801,36.5055693546735,16.402430645326508,52.908,73.077% (19/26),67.857% (19/28),8,1 (0),0 (0),60.714%,57.692%,0.97226,1.9342,1.1495,commensalism,0.77415,-3.4277
PAg2.genome.mdl,PR2.genome.mdl,M9_Serine,26.483,18.77,33.87281599440735,5.179184005592653,39.052,73.077% (19/26),67.857% (19/28),6,0 (0),0 (0),60.714%,57.692%,1.279,0.27593,0.86297,parasitism,0.29124,-0.41092
PAg2.genome.mdl,PR2.genome.mdl,M9_Maltose,39.58,32.621,57.922893870638816,18.143106129361183,76.066,73.077% (19/26),67.857% (19/28),11,1 (1),0 (0),60.714%,57.692%,1.4634,0.55618,1.0535,parasitism,0.17582,-0.21333
PAg2.genome.mdl,PR2.genome.mdl,M9_Mix,56.152,51.305,70.48526625778644,22.426733742213568,92.912,73.077% (19/26),67.857% (19/28),11,1 (0),3 (1),60.714%,57.692%,1.2553,0.43713,0.86464,parasitism,0.086319,-0.094474
PAg2.genome.mdl,PR2.genome.mdl,M9_Pyruvate,26.145,16.596,33.45737163038308,5.196628369616925,38.654,73.077% (19/26),67.857% (19/28),7,0 (0),0 (0),60.714%,57.692%,1.2797,0.31313,0.90438,parasitism,0.36523,-0.57538
PAg2.genome.mdl,PR2.genome.mdl,M9_Rhamnose,30.9,0.0,43.19510911201,5.373890887989999,48.569,73.077% (19/26),67.857% (19/28),6,0 (0),0 (0),60.714%,57.692%,1.3979,,1.5718,,1.0,
PAg2.genome.mdl,PR2.genome.mdl,M9_Succinate,34.917,23.592,41.71308322135348,4.948916778646516,46.662,73.077% (19/26),67.857% (19/28),6,2 (0),0 (0),60.714%,57.692%,1.1946,0.20977,0.79752,parasitism,0.32434,-0.48004
PAg2.genome.mdl,PR2.genome.mdl,M9_Sucrose,21.395,18.384,34.13624836643396,8.382751633566041,42.519,73.077% (19/26),67.857% (19/28),5,1 (1),0 (0),60.714%,57.692%,1.5955,0.45598,1.0689,parasitism,0.14073,-0.16378
PAg2.genome.mdl,PR2.genome.mdl,M9_Trehalose,39.58,32.621,57.922893870533954,18.143106129466048,76.066,73.077% (19/26),67.857% (19/28),11,0 (0),0 (0),60.714%,57.692%,1.4634,0.55618,1.0535,parasitism,0.17582,-0.21333
PAg2.genome.mdl,EC.genome.mdl,M9_Alanine,6.3772,21.952,9.92315933672058,38.87884066327942,48.802,76.923% (20/26),74.074% (20/27),8,0 (0),0 (0),62.963%,61.538%,1.556,1.7711,1.7227,mutualism,-2.4423,0.70949
PAg2.genome.mdl,EC.genome.mdl,M9_Arginine,15.992,17.458,7.598177926387042,28.854822073612958,36.453,76.923% (20/26),74.074% (20/27),7,0 (0),1 (0),62.963%,61.538%,0.47512,1.6528,1.0898,parasitism,-0.091671,0.083973
PAg2.genome.mdl,EC.genome.mdl,M9_Fructose,38.011,37.568,14.630637336217005,53.05936266378299,67.69,76.923% (20/26),74.074% (20/27),8,0 (0),0 (0),62.963%,61.538%,0.38491,1.4124,0.89562,parasitism,0.011655,-0.011792
PAg2.genome.mdl,EC.genome.mdl,M9_GlcNAc,37.135,42.217,11.081509464964087,65.74449053503591,76.826,76.923% (20/26),74.074% (20/27),11,0 (0),0 (0),62.963%,61.538%,0.29841,1.5573,0.96817,parasitism,-0.13685,0.12038
PAg2.genome.mdl,EC.genome.mdl,M9_Acetate,14.995,10.976,10.753230411920336,23.158769588079664,33.912,76.923% (20/26),74.074% (20/27),5,0 (0),0 (0),62.963%,61.538%,0.71712,2.1099,1.3058,parasitism,0.26802,-0.36616
PAg2.genome.mdl,EC.genome.mdl,M9_Cellobiose,39.58,59.392,13.080793480845484,77.86220651915451,90.943,76.923% (20/26),74.074% (20/27),11,0 (0),0 (0),62.963%,61.538%,0.33049,1.311,0.91888,parasitism,-0.50056,0.33358
PAg2.genome.mdl,EC.genome.mdl,M9_Citrate,35.119,32.805,11.594582870431697,46.12141712956831,57.716,76.923% (20/26),74.074% (20/27),7,1 (0),0 (0),62.963%,61.538%,0.33015,1.4059,0.84971,parasitism,0.06589,-0.070538
PAg2.genome.mdl,EC.genome.mdl,M9_Glucose,39.58,44.646,14.07822996982734,53.61177003017265,67.69,76.923% (20/26),74.074% (20/27),11,0 (0),0 (0),62.963%,61.538%,0.35569,1.2008,0.80367,parasitism,-0.12799,0.11347
PAg2.genome.mdl,EC.genome.mdl,M9_Glutamine,24.876,22.175,6.924396972994445,38.332603027005554,45.257,76.923% (20/26),74.074% (20/27),5,1 (0),1 (0),62.963%,61.538%,0.27836,1.7286,0.96187,parasitism,0.10858,-0.1218
PAg2.genome.mdl,EC.genome.mdl,M9_Mannitol,33.724,37.856,13.067687423186651,40.288312576813354,53.356,76.923% (20/26),74.074% (20/27),9,0 (0),0 (0),62.963%,61.538%,0.38749,1.0643,0.7454,amensalism,-0.12252,0.10915
PAg2.genome.mdl,EC.genome.mdl,M9_Mannose,39.58,44.646,14.089402793111647,53.60059720688836,67.69,76.923% (20/26),74.074% (20/27),11,0 (0),0 (0),62.963%,61.538%,0.35597,1.2006,0.80367,parasitism,-0.12799,0.11347
PAg2.genome.mdl,EC.genome.mdl,M9_Proline,24.897,24.361,6.786119947991016,42.53288005200899,49.319,76.923% (20/26),74.074% (20/27),7,0 (0),1 (1),62.963%,61.538%,0.27257,1.7459,1.0012,parasitism,0.021529,-0.022002
PAg2.genome.mdl,EC.genome.mdl,M9_Fumarate,34.917,32.491,9.924418029607601,44.61758197039239,54.542,76.923% (20/26),74.074% (20/27),6,1 (0),2 (0),62.963%,61.538%,0.28423,1.3732,0.80913,parasitism,0.069479,-0.074667
PAg2.genome.mdl,EC.genome.mdl,M9_Galactose,39.434,33.123,14.056590976258827,46.10440902374117,60.161,76.923% (20/26),74.074% (20/27),10,1 (1),0 (0),62.963%,61.538%,0.35646,1.3919,0.82916,parasitism,0.16004,-0.19053
PAg2.genome.mdl,EC.genome.mdl,M9_Glycerol,27.456,26.487,11.844329212094062,25.635670787905937,37.48,76.923% (20/26),74.074% (20/27),9,0 (0),0 (0),62.963%,61.538%,0.43139,0.96786,0.69481,amensalism,0.035293,-0.036584
PAg2.genome.mdl,EC.genome.mdl,M9_Ribose,37.817,31.389,16.580380635040758,46.66461936495924,63.245,76.923% (20/26),74.074% (20/27),10,1 (0),1 (0),62.963%,61.538%,0.43844,1.4867,0.91387,parasitism,0.16998,-0.20479
PAg2.genome.mdl,EC.genome.mdl,M9_L-Arabinose,37.547,42.644,13.01656333962519,49.096436660374806,62.113,76.923% (20/26),74.074% (20/27),9,0 (0),0 (0),62.963%,61.538%,0.34667,1.1513,0.77456,parasitism,-0.13575,0.11952
PAg2.genome.mdl,EC.genome.mdl,M9_Serine,26.483,22.328,10.74263400505166,37.25036599494833,47.993,76.923% (20/26),74.074% (20/27),7,0 (0),0 (0),62.963%,61.538%,0.40564,1.6683,0.98324,parasitism,0.15689,-0.18609
PAg2.genome.mdl,EC.genome.mdl,M9_Lactose,0.22491,46.86,13.310197936765768,65.67680206323422,78.987,76.923% (20/26),74.074% (20/27),11,0 (0),0 (0),62.963%,61.538%,59.18,1.4016,1.6775,mutualism,-207.35,0.9952
PAg2.genome.mdl,EC.genome.mdl,M9_Maltose,39.58,59.392,13.087676413168666,77.85532358683133,90.943,76.923% (20/26),74.074% (20/27),11,0 (0),0 (0),62.963%,61.538%,0.33066,1.3109,0.91888,parasitism,-0.50056,0.33358
PAg2.genome.mdl,EC.genome.mdl,M9_Mix,56.152,74.056,16.026322850578033,93.87367714942198,109.9,76.923% (20/26),74.074% (20/27),19,2 (1),0 (0),62.963%,61.538%,0.28541,1.2676,0.84403,parasitism,-0.31885,0.24176
PAg2.genome.mdl,EC.genome.mdl,M9_Pyruvate,26.145,21.952,10.824056452667492,36.92594354733251,47.75,76.923% (20/26),74.074% (20/27),7,0 (0),0 (0),62.963%,61.538%,0.414,1.6821,0.99279,parasitism,0.16037,-0.19101
PAg2.genome.mdl,EC.genome.mdl,M9_Rhamnose,30.9,36.262,10.233459200633812,53.83954079936618,64.073,76.923% (20/26),74.074% (20/27),9,0 (0),0 (0),62.963%,61.538%,0.33118,1.4847,0.95401,parasitism,-0.17353,0.14787
PAg2.genome.mdl,EC.genome.mdl,M9_Sorbitol,0.22491,37.856,13.067687423185518,40.288312576814484,53.356,76.923% (20/26),74.074% (20/27),9,0 (0),0 (0),62.963%,61.538%,58.102,1.0643,1.4011,commensalism,-167.32,0.99406
PAg2.genome.mdl,EC.genome.mdl,M9_Succinate,34.917,32.491,10.46189876244708,45.812101237552916,56.274,76.923% (20/26),74.074% (20/27),7,3 (0),0 (0),62.963%,61.538%,0.29962,1.41,0.83483,parasitism,0.069479,-0.074667
PAg2.genome.mdl,EC.genome.mdl,M9_Sucrose,21.395,0.0,6.868222562485952,20.97977743751405,27.848,76.923% (20/26),74.074% (20/27),4,0 (0),0 (0),62.963%,61.538%,0.32102,,1.3016,,1.0,
PAg2.genome.mdl,EC.genome.mdl,M9_Trehalose,39.58,59.392,13.08767641275768,77.85532358724232,90.943,76.923% (20/26),74.074% (20/27),11,0 (0),0 (0),62.963%,61.538%,0.33066,1.3109,0.91888,parasitism,-0.50056,0.33358
PAg2.genome.mdl,EC.genome.mdl,M9_Uridine,0.22491,45.126,12.239114674376735,63.08688532562326,75.326,76.923% (20/26),74.074% (20/27),10,1 (0),1 (0),62.963%,61.538%,54.418,1.398,1.661,mutualism,-199.64,0.99502
PAg2.genome.mdl,PR1.genome.mdl,M9_Alanine,6.3772,5.0541,11.438510567902643,0.17748943209735543,11.616,76.923% (20/26),62.500% (20/32),5,0 (0),0 (0),62.5%,57.692%,1.7937,0.035118,1.0162,parasitism,0.20747,-0.26179
PAg2.genome.mdl,PR1.genome.mdl,M9_Arginine,15.992,18.506,29.014522369616046,7.164477630383962,36.179,76.923% (20/26),62.500% (20/32),8,0 (0),0 (0),62.5%,57.692%,1.8143,0.38714,1.0487,parasitism,-0.1572,0.13585
PAg2.genome.mdl,PR1.genome.mdl,M9_Fructose,38.011,29.478,42.21811045688692,9.679889543113086,51.898,76.923% (20/26),62.500% (20/32),7,0 (0),0 (0),62.5%,57.692%,1.1107,0.32838,0.76898,parasitism,0.22449,-0.28947
PAg2.genome.mdl,PR1.genome.mdl,M9_GlcNAc,37.135,28.997,48.11751706432702,11.24348293567298,59.361,76.923% (20/26),62.500% (20/32),10,0 (0),0 (0),62.5%,57.692%,1.2957,0.38775,0.89761,parasitism,0.21915,-0.28065
PAg2.genome.mdl,PR1.genome.mdl,M9_Acetate,14.995,7.6267,21.44765047838616,4.526349521613843,25.974,76.923% (20/26),62.500% (20/32),4,1 (1),0 (0),62.5%,57.692%,1.4303,0.59349,1.1482,parasitism,0.49138,-0.96612
PAg2.genome.mdl,PR1.genome.mdl,M9_Cellobiose,39.58,0.0,53.37737071316957,16.646629286830432,70.024,76.923% (20/26),62.500% (20/32),5,0 (0),1 (1),62.5%,57.692%,1.3486,,1.7692,,1.0,
PAg2.genome.mdl,PR1.genome.mdl,M9_Citrate,35.119,20.233,40.71027432602896,5.0497256739710386,45.76,76.923% (20/26),62.500% (20/32),6,1 (0),1 (0),62.5%,57.692%,1.1592,0.24958,0.82671,parasitism,0.42387,-0.73573
PAg2.genome.mdl,PR1.genome.mdl,M9_Glucose,39.58,26.457,42.2181104565174,9.679889543482604,51.898,76.923% (20/26),62.500% (20/32),8,0 (0),0 (0),62.5%,57.692%,1.0667,0.36587,0.78589,amensalism,0.33156,-0.49601
PAg2.genome.mdl,PR1.genome.mdl,M9_Glutamine,24.876,18.317,34.047798878412806,5.370201121587193,39.418,76.923% (20/26),62.500% (20/32),6,1 (0),0 (0),62.5%,57.692%,1.3687,0.29318,0.9126,parasitism,0.26367,-0.35808
PAg2.genome.mdl,PR1.genome.mdl,M9_Isoleucine,0.2348,13.287,23.88897205561349,6.289027944386512,30.178,76.923% (20/26),62.500% (20/32),7,1 (0),0 (0),62.5%,57.692%,101.74,0.47332,2.2318,parasitism,-55.589,0.98233
PAg2.genome.mdl,PR1.genome.mdl,M9_Mannitol,33.724,10.941,35.65781104998835,5.353188950011654,41.011,76.923% (20/26),62.500% (20/32),7,0 (0),0 (0),62.5%,57.692%,1.0573,0.48928,0.91819,amensalism,0.67557,-2.0824
PAg2.genome.mdl,PR1.genome.mdl,M9_Mannose,39.58,26.457,42.218110456885185,9.679889543114815,51.898,76.923% (20/26),62.500% (20/32),8,1 (0),0 (0),62.5%,57.692%,1.0667,0.36587,0.78589,amensalism,0.33156,-0.49601
PAg2.genome.mdl,PR1.genome.mdl,M9_Proline,24.897,24.0,34.51122152236096,8.693778477639032,43.205,76.923% (20/26),62.500% (20/32),8,0 (0),0 (0),62.5%,57.692%,1.3862,0.36224,0.88359,parasitism,0.036028,-0.037375
PAg2.genome.mdl,PR1.genome.mdl,M9_Fumarate,34.917,23.487,40.64877646831143,4.980223531688565,45.629,76.923% (20/26),62.500% (20/32),7,0 (0),1 (0),62.5%,57.692%,1.1642,0.21204,0.78126,parasitism,0.32735,-0.48665
PAg2.genome.mdl,PR1.genome.mdl,M9_Galactose,39.434,10.474,38.52894801321159,12.049051986788417,50.578,76.923% (20/26),62.500% (20/32),6,0 (0),0 (0),62.5%,57.692%,0.97705,1.1504,1.0134,commensalism,0.73439,-2.7649
PAg2.genome.mdl,PR1.genome.mdl,M9_Glycerol,27.456,21.641,28.632708785061922,2.2972912149380766,30.93,76.923% (20/26),62.500% (20/32),7,0 (0),0 (0),62.5%,57.692%,1.0429,0.10615,0.62998,amensalism,0.21179,-0.2687
PAg2.genome.mdl,PR1.genome.mdl,M9_Ribose,37.817,16.65,41.48952957526632,7.035470424733685,48.525,76.923% (20/26),62.500% (20/32),7,0 (0),0 (0),62.5%,57.692%,1.0971,0.42255,0.89091,amensalism,0.55972,-1.2713
PAg2.genome.mdl,PR1.genome.mdl,M9_L-Arabinose,37.547,8.3748,40.65643662957722,6.56856337042278,47.225,76.923% (20/26),62.500% (20/32),7,0 (0),0 (0),62.5%,57.692%,1.0828,0.78432,1.0284,amensalism,0.77695,-3.4833
PAg2.genome.mdl,PR1.genome.mdl,M9_Serine,26.483,18.556,32.97625006815013,4.569749931849868,37.546,76.923% (20/26),62.500% (20/32),6,0 (0),0 (0),62.5%,57.692%,1.2452,0.24627,0.83363,parasitism,0.29932,-0.42719
PAg2.genome.mdl,PR1.genome.mdl,M9_Maltose,39.58,29.591,53.377370713063854,16.646629286936147,70.024,76.923% (20/26),62.500% (20/32),13,1 (1),0 (0),62.5%,57.692%,1.3486,0.56256,1.0123,parasitism,0.25237,-0.33757
PAg2.genome.mdl,PR1.genome.mdl,M9_Mix,56.152,38.307,53.64308568845063,38.94091431154938,92.584,76.923% (20/26),62.500% (20/32),13,1 (0),2 (1),62.5%,57.692%,0.95532,1.0165,0.98015,neutral,0.3178,-0.46584
PAg2.genome.mdl,PR1.genome.mdl,M9_Pyruvate,26.145,16.383,32.57180585386895,4.533194146131054,37.105,76.923% (20/26),62.500% (20/32),6,0 (0),0 (0),62.5%,57.692%,1.2458,0.2767,0.87248,parasitism,0.37338,-0.59586
PAg2.genome.mdl,PR1.genome.mdl,M9_Rhamnose,30.9,0.0,40.85907316388219,5.709926836117819,46.569,76.923% (20/26),62.500% (20/32),6,0 (0),0 (0),62.5%,57.692%,1.3223,,1.5071,,1.0,
PAg2.genome.mdl,PR1.genome.mdl,M9_Succinate,34.917,23.487,41.52208055831333,5.000919441686676,46.523,76.923% (20/26),62.500% (20/32),7,2 (0),0 (0),62.5%,57.692%,1.1892,0.21292,0.79657,parasitism,0.32735,-0.48665
PAg2.genome.mdl,PR1.genome.mdl,M9_Sucrose,21.395,0.0,22.631501638381614,1.09649836161839,23.728,76.923% (20/26),62.500% (20/32),4,0 (0),0 (0),62.5%,57.692%,1.0578,,1.109,,1.0,
PAg2.genome.mdl,PR1.genome.mdl,M9_Trehalose,39.58,29.591,53.37737071300223,16.64662928699777,70.024,76.923% (20/26),62.500% (20/32),14,1 (1),0 (0),62.5%,57.692%,1.3486,0.56256,1.0123,parasitism,0.25237,-0.33757
PAg2.genome.mdl,RP1.genome.mdl,M9_Alanine,6.3772,22.201,38.736321102100284,9.972678897899717,48.709,69.231% (18/26),78.261% (18/23),6,0 (0),0 (0),60.87%,61.538%,6.0742,0.4492,1.7044,parasitism,-2.4813,0.71275
