model1,model2,media,monoculture growth model1,monoculture growth model2,coculture growth model1,coculture growth model2,community growth,MRO_model1,MRO_model2,CIP,MIP_model1 (costless),MIP_model2 (costless),BSS_model1,BSS_model2,PC_model1,PC_model2,PC_comm,BIT,GYD1,GYD2
LA.genome.mdl,CF.genome.mdl,M9_Fumarate,32.51,32.875,5.463288208331687,34.573711791668316,40.037,90.909% (20/22),80.000% (20/25),5,0 (0),3 (0),52.0%,59.091%,0.16805,1.0517,0.61233,amensalism,-0.011227,0.011103
LA.genome.mdl,CF.genome.mdl,M9_Galactose,30.55,28.681,4.894809618383531,37.00319038161648,41.898,90.909% (20/22),80.000% (20/25),8,0 (0),0 (0),52.0%,59.091%,0.16022,1.2902,0.70737,parasitism,0.061178,-0.065165
LA.genome.mdl,CF.genome.mdl,M9_Glycerol,26.514,26.678,0.48180611606696344,26.199193883933034,26.681,90.909% (20/22),80.000% (20/25),7,0 (0),0 (0),52.0%,59.091%,0.018172,0.98205,0.5016,amensalism,-0.0061854,0.0061474
LA.genome.mdl,CF.genome.mdl,M9_Ribose,29.064,27.05,4.726912253883187,36.697087746116814,41.424,90.909% (20/22),80.000% (20/25),7,0 (0),0 (0),52.0%,59.091%,0.16264,1.3566,0.73821,parasitism,0.069295,-0.074455
LA.genome.mdl,CF.genome.mdl,M9_L-Arabinose,40.734,27.05,4.848706210270798,44.16429378972921,49.013,90.909% (20/22),80.000% (20/25),8,0 (0),1 (1),52.0%,59.091%,0.11903,1.6327,0.72308,parasitism,0.33594,-0.50588
LA.genome.mdl,CF.genome.mdl,M9_Serine,22.342,22.6,4.417541571269405,29.49045842873059,33.908,90.909% (20/22),80.000% (20/25),8,0 (0),0 (0),52.0%,59.091%,0.19772,1.3049,0.75448,parasitism,-0.011548,0.011416
LA.genome.mdl,CF.genome.mdl,M9_Lactose,40.639,0.41024,5.62630395479849,50.00069604520151,55.627,90.909% (20/22),80.000% (20/25),8,0 (0),0 (0),52.0%,59.091%,0.13845,121.88,1.3551,parasitism,0.98991,-98.062
LA.genome.mdl,CF.genome.mdl,M9_Maltose,51.209,52.122,6.572112132361599,62.12088786763841,68.693,90.909% (20/22),80.000% (20/25),7,0 (0),0 (0),52.0%,59.091%,0.12834,1.1918,0.66479,parasitism,-0.017829,0.017517
LA.genome.mdl,CF.genome.mdl,M9_Mix,69.721,69.753,8.718496886965518,82.24950311303449,90.968,90.909% (20/22),80.000% (20/25),16,0 (0),3 (0),52.0%,59.091%,0.12505,1.1792,0.65222,parasitism,-0.00045897,0.00045876
LA.genome.mdl,CF.genome.mdl,M9_Pyruvate,21.965,22.334,4.433474113126731,29.074525886873275,33.508,90.909% (20/22),80.000% (20/25),6,0 (0),0 (0),52.0%,59.091%,0.20184,1.3018,0.75641,parasitism,-0.016799,0.016522
LA.genome.mdl,CF.genome.mdl,M9_Rhamnose,31.293,30.043,4.615191578654955,40.04580842134504,44.661,90.909% (20/22),80.000% (20/25),9,0 (0),0 (0),52.0%,59.091%,0.14748,1.3329,0.72814,parasitism,0.039945,-0.041607
LA.genome.mdl,CF.genome.mdl,M9_Sorbitol,0.24905,33.49,5.648289645537077,37.71071035446292,43.359,90.909% (20/22),80.000% (20/25),10,0 (0),0 (0),52.0%,59.091%,22.679,1.126,1.2851,mutualism,-133.47,0.99256
LA.genome.mdl,CF.genome.mdl,M9_Succinate,32.51,32.875,4.570227866356067,39.27177213364393,43.842,90.909% (20/22),80.000% (20/25),5,1 (0),1 (0),52.0%,59.091%,0.14058,1.1946,0.67052,parasitism,-0.011227,0.011103
LA.genome.mdl,CF.genome.mdl,M9_Trehalose,51.209,52.122,6.572112132363565,62.12088786763643,68.693,90.909% (20/22),80.000% (20/25),8,0 (0),0 (0),52.0%,59.091%,0.12834,1.1918,0.66479,parasitism,-0.017829,0.017517
LA.genome.mdl,CF.genome.mdl,M9_Uridine,41.159,41.783,5.525371843552784,50.25762815644722,55.783,90.909% (20/22),80.000% (20/25),8,0 (0),0 (0),52.0%,59.091%,0.13424,1.2028,0.67255,parasitism,-0.015161,0.014934
LA.genome.mdl,PK.genome.mdl,M9_Alanine,21.965,5.1835,4.368682935924302,28.155317064075696,32.524,72.727% (16/22),50.000% (16/32),9,0 (0),1 (0),65.625%,59.091%,0.19889,5.4317,1.198,parasitism,0.76401,-3.2375
LA.genome.mdl,PK.genome.mdl,M9_Arginine,18.053,13.811,4.878147967126829,23.71585203287317,28.594,72.727% (16/22),50.000% (16/32),9,1 (0),1 (0),65.625%,59.091%,0.27021,1.7172,0.89738,parasitism,0.23497,-0.30715
LA.genome.mdl,PK.genome.mdl,M9_Fructose,35.724,30.964,12.244912966909483,42.27208703309052,54.517,72.727% (16/22),50.000% (16/32),8,0 (0),0 (0),65.625%,59.091%,0.34276,1.3652,0.81749,parasitism,0.13324,-0.15373
LA.genome.mdl,PK.genome.mdl,M9_GlcNAc,39.378,30.081,11.967844656492366,47.91715534350763,59.885,72.727% (16/22),50.000% (16/32),14,0 (0),0 (0),65.625%,59.091%,0.30392,1.5929,0.86216,parasitism,0.2361,-0.30907
LA.genome.mdl,PK.genome.mdl,M9_Acetate,10.982,7.6402,4.5376146453520665,17.14538535464793,21.683,72.727% (16/22),50.000% (16/32),5,1 (0),1 (0),65.625%,59.091%,0.41319,2.2441,1.1644,parasitism,0.3043,-0.4374
LA.genome.mdl,PK.genome.mdl,M9_Cellobiose,51.209,0.085579,14.427339540927328,63.41866045907268,77.846,72.727% (16/22),50.000% (16/32),8,0 (0),1 (1),65.625%,59.091%,0.28173,741.05,1.5176,parasitism,0.99833,-597.38
LA.genome.mdl,PK.genome.mdl,M9_Citrate,30.106,21.434,6.006257856500411,35.65874214349959,41.665,72.727% (16/22),50.000% (16/32),6,2 (0),3 (0),65.625%,59.091%,0.1995,1.6637,0.8084,parasitism,0.28805,-0.40459
LA.genome.mdl,PK.genome.mdl,M9_Glucose,42.735,27.994,12.26502818292739,42.49397181707261,54.759,72.727% (16/22),50.000% (16/32),10,0 (0),0 (0),65.625%,59.091%,0.287,1.518,0.77421,parasitism,0.34494,-0.52658
LA.genome.mdl,PK.genome.mdl,M9_Glutamine,22.188,19.13,4.920764904111233,31.87523509588877,36.796,72.727% (16/22),50.000% (16/32),8,1 (0),2 (0),65.625%,59.091%,0.22178,1.6662,0.89056,parasitism,0.13782,-0.15985
LA.genome.mdl,PK.genome.mdl,M9_Mannitol,37.871,0.085579,11.690719390145196,34.7062806098548,46.397,72.727% (16/22),50.000% (16/32),9,0 (0),0 (0),65.625%,59.091%,0.3087,405.55,1.2224,parasitism,0.99774,-441.53
LA.genome.mdl,PK.genome.mdl,M9_Mannose,42.735,27.994,12.265028182611777,42.493971817388214,54.759,72.727% (16/22),50.000% (16/32),10,0 (0),0 (0),65.625%,59.091%,0.287,1.518,0.77421,parasitism,0.34494,-0.52658
LA.genome.mdl,PK.genome.mdl,M9_Proline,24.376,23.891,9.155529951354827,33.88047004864518,43.036,72.727% (16/22),50.000% (16/32),8,0 (0),0 (0),65.625%,59.091%,0.3756,1.4181,0.89162,parasitism,0.019897,-0.020301
LA.genome.mdl,PK.genome.mdl,M9_Fumarate,32.51,23.383,6.339444535061004,35.248555464938995,41.588,72.727% (16/22),50.000% (16/32),8,1 (0),1 (0),65.625%,59.091%,0.195,1.5074,0.74406,parasitism,0.28074,-0.39033
LA.genome.mdl,PK.genome.mdl,M9_Galactose,30.55,8.9939,12.572692136483807,34.044307863516195,46.617,72.727% (16/22),50.000% (16/32),7,2 (0),0 (0),65.625%,59.091%,0.41154,3.7853,1.1789,parasitism,0.7056,-2.3967
LA.genome.mdl,PK.genome.mdl,M9_Glycerol,26.514,16.487,12.879159846797348,24.18984015320265,37.069,72.727% (16/22),50.000% (16/32),7,0 (0),0 (0),65.625%,59.091%,0.48575,1.4672,0.86205,parasitism,0.37818,-0.60818
LA.genome.mdl,PK.genome.mdl,M9_Ribose,29.064,20.447,11.684842451190143,33.28315754880986,44.968,72.727% (16/22),50.000% (16/32),6,2 (0),0 (0),65.625%,59.091%,0.40204,1.6278,0.90824,parasitism,0.29648,-0.42143
LA.genome.mdl,PK.genome.mdl,M9_L-Arabinose,40.734,0.085579,12.209653641789457,38.62734635821055,50.837,72.727% (16/22),50.000% (16/32),8,2 (0),0 (0),65.625%,59.091%,0.29974,451.36,1.2454,parasitism,0.9979,-474.98
LA.genome.mdl,PK.genome.mdl,M9_Serine,22.342,21.638,4.349849777101058,28.720150222898944,33.07,72.727% (16/22),50.000% (16/32),7,0 (0),0 (0),65.625%,59.091%,0.19469,1.3273,0.75193,parasitism,0.03151,-0.032535
LA.genome.mdl,PK.genome.mdl,M9_Lactose,40.639,0.085579,10.689609018783045,55.88039098121695,66.57,72.727% (16/22),50.000% (16/32),7,0 (0),0 (0),65.625%,59.091%,0.26304,652.97,1.6346,parasitism,0.99789,-473.87
LA.genome.mdl,PK.genome.mdl,M9_Maltose,51.209,32.432,14.427339542328642,63.41866045767136,77.846,72.727% (16/22),50.000% (16/32),13,1 (0),1 (1),65.625%,59.091%,0.28173,1.9554,0.93072,parasitism,0.36667,-0.57897
LA.genome.mdl,PK.genome.mdl,M9_Mix,69.721,38.351,13.946332476101068,85.80566752389893,99.752,72.727% (16/22),50.000% (16/32),14,3 (0),0 (0),65.625%,59.091%,0.20003,2.2374,0.92301,parasitism,0.44994,-0.81797
LA.genome.mdl,PK.genome.mdl,M9_Pyruvate,21.965,21.29,4.351407987930498,28.172592012069504,32.524,72.727% (16/22),50.000% (16/32),8,0 (0),0 (0),65.625%,59.091%,0.19811,1.3233,0.75191,parasitism,0.030731,-0.031705
LA.genome.mdl,PK.genome.mdl,M9_Rhamnose,31.293,0.085579,5.259707379880002,42.36229262012,47.622,72.727% (16/22),50.000% (16/32),7,0 (0),0 (0),65.625%,59.091%,0.16808,495.01,1.5177,parasitism,0.99727,-364.66
LA.genome.mdl,PK.genome.mdl,M9_Succinate,32.51,23.383,5.057387287623632,38.30761271237637,43.365,72.727% (16/22),50.000% (16/32),8,3 (0),2 (0),65.625%,59.091%,0.15556,1.6383,0.77586,parasitism,0.28074,-0.39033
LA.genome.mdl,PK.genome.mdl,M9_Trehalose,51.209,0.085579,14.42733954164925,63.41866045835075,77.846,72.727% (16/22),50.000% (16/32),8,0 (0),1 (1),65.625%,59.091%,0.28173,741.05,1.5176,parasitism,0.99833,-597.38
LA.genome.mdl,PK.genome.mdl,M9_Uridine,41.159,0.085579,6.463658259450146,52.12834174054986,58.592,72.727% (16/22),50.000% (16/32),9,1 (0),1 (0),65.625%,59.091%,0.15704,609.13,1.4206,parasitism,0.99792,-479.95
LA.genome.mdl,PAg2.genome.mdl,M9_Alanine,21.965,6.3772,38.87162295630025,9.921377043699744,48.793,77.273% (17/22),65.385% (17/26),8,0 (0),0 (0),61.538%,59.091%,1.7697,1.5558,1.7216,mutualism,0.70967,-2.4443
LA.genome.mdl,PAg2.genome.mdl,M9_Arginine,18.053,15.992,30.597600774348788,7.347399225651208,37.945,77.273% (17/22),65.385% (17/26),6,1 (0),1 (0),61.538%,59.091%,1.6949,0.45944,1.1146,parasitism,0.11416,-0.12888
LA.genome.mdl,PAg2.genome.mdl,M9_Fructose,35.724,38.011,50.2502470888956,12.332752911104397,62.583,77.273% (17/22),65.385% (17/26),8,0 (0),0 (0),61.538%,59.091%,1.4066,0.32445,0.84876,parasitism,-0.064019,0.060167
LA.genome.mdl,PAg2.genome.mdl,M9_GlcNAc,39.378,37.135,58.55554637298431,9.796453627015692,68.352,77.273% (17/22),65.385% (17/26),11,0 (0),0 (0),61.538%,59.091%,1.487,0.26381,0.89334,parasitism,0.056961,-0.060401
LA.genome.mdl,PAg2.genome.mdl,M9_Acetate,10.982,14.995,23.157223261849648,10.749776738150352,33.907,77.273% (17/22),65.385% (17/26),5,0 (0),0 (0),61.538%,59.091%,2.1087,0.71689,1.3053,parasitism,-0.36542,0.26762
LA.genome.mdl,PAg2.genome.mdl,M9_Cellobiose,51.209,39.58,63.376291557092124,4.975708442907885,68.352,77.273% (17/22),65.385% (17/26),7,1 (0),0 (0),61.538%,59.091%,1.2376,0.12571,0.75287,parasitism,0.22709,-0.29381
LA.genome.mdl,PAg2.genome.mdl,M9_Citrate,30.106,35.119,43.95889849264913,11.78510150735087,55.744,77.273% (17/22),65.385% (17/26),7,1 (0),0 (0),61.538%,59.091%,1.4601,0.33558,0.85464,parasitism,-0.16651,0.14274
LA.genome.mdl,PAg2.genome.mdl,M9_Glucose,42.735,39.58,50.862619791784645,11.72038020821535,62.583,77.273% (17/22),65.385% (17/26),9,0 (0),0 (0),61.538%,59.091%,1.1902,0.29612,0.76029,parasitism,0.073827,-0.079712
LA.genome.mdl,PAg2.genome.mdl,M9_Glutamine,22.188,24.876,38.313129424347885,6.935870575652115,45.249,77.273% (17/22),65.385% (17/26),5,0 (0),0 (0),61.538%,59.091%,1.7268,0.27882,0.96144,parasitism,-0.12115,0.10806
LA.genome.mdl,PAg2.genome.mdl,M9_Mannitol,37.871,33.724,40.27798931927753,13.07301068072247,53.351,77.273% (17/22),65.385% (17/26),10,1 (1),4 (2),61.538%,59.091%,1.0636,0.38765,0.74518,amensalism,0.1095,-0.12297
LA.genome.mdl,PAg2.genome.mdl,M9_Mannose,42.735,39.58,50.855735199412315,11.72726480058769,62.583,77.273% (17/22),65.385% (17/26),9,0 (0),0 (0),61.538%,59.091%,1.19,0.29629,0.76029,parasitism,0.073827,-0.079712
LA.genome.mdl,PAg2.genome.mdl,M9_Proline,24.376,24.897,42.49951685734096,6.810483142659045,49.31,77.273% (17/22),65.385% (17/26),7,0 (0),0 (0),61.538%,59.091%,1.7435,0.27355,1.0008,parasitism,-0.021373,0.020926
LA.genome.mdl,PAg2.genome.mdl,M9_Fumarate,32.51,34.917,45.95383078594895,9.651169214051043,55.605,77.273% (17/22),65.385% (17/26),5,1 (0),1 (0),61.538%,59.091%,1.4135,0.2764,0.82467,parasitism,-0.074039,0.068935
LA.genome.mdl,PAg2.genome.mdl,M9_Galactose,30.55,39.434,42.69023452810653,12.824765471893466,55.515,77.273% (17/22),65.385% (17/26),8,0 (0),0 (0),61.538%,59.091%,1.3974,0.32522,0.79325,parasitism,-0.2908,0.22529
LA.genome.mdl,PAg2.genome.mdl,M9_Glycerol,26.514,27.456,22.93908282265071,11.59791717734929,34.537,77.273% (17/22),65.385% (17/26),7,0 (0),0 (0),61.538%,59.091%,0.86517,0.42242,0.63993,competitive,-0.035528,0.034309
LA.genome.mdl,PAg2.genome.mdl,M9_Ribose,29.064,37.817,45.91557648462298,16.349423515377012,62.265,77.273% (17/22),65.385% (17/26),9,0 (0),0 (0),61.538%,59.091%,1.5798,0.43233,0.93098,parasitism,-0.30116,0.23146
LA.genome.mdl,PAg2.genome.mdl,M9_L-Arabinose,40.734,37.547,47.892688309826966,12.573311690173043,60.466,77.273% (17/22),65.385% (17/26),10,0 (0),0 (0),61.538%,59.091%,1.1757,0.33487,0.77242,parasitism,0.078239,-0.08488
LA.genome.mdl,PAg2.genome.mdl,M9_Serine,22.342,26.483,37.247120716269805,10.736879283730193,47.984,77.273% (17/22),65.385% (17/26),8,0 (0),1 (1),61.538%,59.091%,1.6671,0.40543,0.98278,parasitism,-0.18535,0.15636
LA.genome.mdl,PAg2.genome.mdl,M9_Lactose,40.639,0.22491,50.179097918299554,13.152902081700441,63.332,77.273% (17/22),65.385% (17/26),7,0 (0),0 (0),61.538%,59.091%,1.2348,58.481,1.5498,mutualism,0.99447,-179.69
LA.genome.mdl,PAg2.genome.mdl,M9_Maltose,51.209,39.58,63.338325606282545,5.013674393717454,68.352,77.273% (17/22),65.385% (17/26),9,0 (0),0 (0),61.538%,59.091%,1.2369,0.12667,0.75287,parasitism,0.22709,-0.29381
LA.genome.mdl,PAg2.genome.mdl,M9_Mix,69.721,56.152,81.63669513015638,3.7293048698436033,85.366,77.273% (17/22),65.385% (17/26),15,1 (1),2 (0),61.538%,59.091%,1.1709,0.066414,0.67819,parasitism,0.19462,-0.24165
LA.genome.mdl,PAg2.genome.mdl,M9_Pyruvate,21.965,26.145,36.922207672576995,10.820792327423007,47.743,77.273% (17/22),65.385% (17/26),7,0 (0),0 (0),61.538%,59.091%,1.681,0.41388,0.99237,parasitism,-0.1903,0.15988
LA.genome.mdl,PAg2.genome.mdl,M9_Rhamnose,31.293,30.9,48.041789093077675,10.72021090692233,58.762,77.273% (17/22),65.385% (17/26),9,0 (0),0 (0),61.538%,59.091%,1.5352,0.34693,0.94483,parasitism,0.012559,-0.012718
LA.genome.mdl,PAg2.genome.mdl,M9_Succinate,32.51,34.917,45.79480147827418,10.472198521725815,56.267,77.273% (17/22),65.385% (17/26),7,5 (0),4 (0),61.538%,59.091%,1.4086,0.29992,0.83449,parasitism,-0.074039,0.068935
LA.genome.mdl,PAg2.genome.mdl,M9_Sucrose,0.24905,21.395,21.713592171414117,6.772407828585885,28.486,77.273% (17/22),65.385% (17/26),7,1 (1),0 (0),61.538%,59.091%,87.186,0.31654,1.3161,parasitism,-84.906,0.98836
LA.genome.mdl,PAg2.genome.mdl,M9_Trehalose,51.209,39.58,63.19827981083828,5.153720189161721,68.352,77.273% (17/22),65.385% (17/26),8,0 (0),0 (0),61.538%,59.091%,1.2341,0.13021,0.75287,parasitism,0.22709,-0.29381
LA.genome.mdl,PAg2.genome.mdl,M9_Uridine,41.159,0.22491,60.92585953336733,7.911140466632681,68.837,77.273% (17/22),65.385% (17/26),10,1 (0),1 (0),61.538%,59.091%,1.4803,35.175,1.6634,mutualism,0.99454,-182.0
LA.genome.mdl,EC.genome.mdl,M9_Alanine,21.965,21.952,3.656147521826355,29.282852478173645,32.939,95.455% (21/22),77.778% (21/27),9,0 (0),0 (0),62.963%,59.091%,0.16645,1.3339,0.75003,parasitism,0.00059185,-0.0005922
LA.genome.mdl,EC.genome.mdl,M9_Arginine,18.053,17.458,3.6550784517263266,25.235921548273673,28.891,95.455% (21/22),77.778% (21/27),7,2 (0),0 (0),62.963%,59.091%,0.20246,1.4455,0.81358,parasitism,0.032959,-0.034082
LA.genome.mdl,EC.genome.mdl,M9_Fructose,35.724,37.568,8.81564239080993,46.39735760919007,55.213,95.455% (21/22),77.778% (21/27),9,0 (0),0 (0),62.963%,59.091%,0.24677,1.235,0.75333,parasitism,-0.051618,0.049084
LA.genome.mdl,EC.genome.mdl,M9_GlcNAc,39.378,42.217,8.577206364933897,52.74579363506611,61.323,95.455% (21/22),77.778% (21/27),13,0 (0),0 (0),62.963%,59.091%,0.21782,1.2494,0.75155,parasitism,-0.072096,0.067248
LA.genome.mdl,EC.genome.mdl,M9_Acetate,10.982,10.976,3.6576151580641962,18.301384841935803,21.959,95.455% (21/22),77.778% (21/27),5,0 (0),1 (0),62.963%,59.091%,0.33306,1.6674,1.0,parasitism,0.00054635,-0.00054665
LA.genome.mdl,EC.genome.mdl,M9_Cellobiose,51.209,59.392,9.049914890851765,71.13608510914824,80.186,95.455% (21/22),77.778% (21/27),12,0 (0),0 (0),62.963%,59.091%,0.17673,1.1977,0.725,parasitism,-0.1598,0.13778
LA.genome.mdl,EC.genome.mdl,M9_Citrate,30.106,32.805,7.222548078096509,32.18045192190349,39.403,95.455% (21/22),77.778% (21/27),8,4 (0),3 (0),62.963%,59.091%,0.2399,0.98096,0.62633,amensalism,-0.08965,0.082274
LA.genome.mdl,EC.genome.mdl,M9_Glucose,42.735,44.646,8.799701160817115,46.633298839182885,55.433,95.455% (21/22),77.778% (21/27),11,0 (0),0 (0),62.963%,59.091%,0.20591,1.0445,0.63438,amensalism,-0.044717,0.042803
LA.genome.mdl,EC.genome.mdl,M9_Glutamine,22.188,22.175,3.3696339391441272,29.903366060855877,33.273,95.455% (21/22),77.778% (21/27),6,1 (0),4 (0),62.963%,59.091%,0.15187,1.3485,0.75002,parasitism,0.0005859,-0.00058625
LA.genome.mdl,EC.genome.mdl,M9_Mannitol,37.871,37.856,6.156918477942678,38.062081522057326,44.219,95.455% (21/22),77.778% (21/27),9,0 (0),0 (0),62.963%,59.091%,0.16258,1.0054,0.58393,amensalism,0.00039608,-0.00039624
LA.genome.mdl,EC.genome.mdl,M9_Mannose,42.735,44.646,8.79970116096529,46.63329883903471,55.433,95.455% (21/22),77.778% (21/27),11,0 (0),0 (0),62.963%,59.091%,0.20591,1.0445,0.63438,amensalism,-0.044717,0.042803
LA.genome.mdl,EC.genome.mdl,M9_Proline,24.376,24.361,3.655533631203898,32.8974663687961,36.553,95.455% (21/22),77.778% (21/27),8,0 (0),1 (1),62.963%,59.091%,0.14996,1.3504,0.75001,parasitism,0.00061536,-0.00061574
LA.genome.mdl,EC.genome.mdl,M9_Fumarate,32.51,32.491,4.297056761010939,33.879943238989064,38.177,95.455% (21/22),77.778% (21/27),7,1 (0),0 (0),62.963%,59.091%,0.13218,1.0427,0.58733,amensalism,0.00058444,-0.00058478
LA.genome.mdl,EC.genome.mdl,M9_Galactose,30.55,33.123,8.567564537163458,39.093435462836545,47.661,95.455% (21/22),77.778% (21/27),10,0 (0),0 (0),62.963%,59.091%,0.28044,1.1803,0.74853,parasitism,-0.084223,0.07768
LA.genome.mdl,EC.genome.mdl,M9_Glycerol,26.514,26.487,4.6645918230705075,23.41740817692949,28.082,95.455% (21/22),77.778% (21/27),10,0 (0),0 (0),62.963%,59.091%,0.17593,0.88411,0.52984,competitive,0.0010183,-0.0010194
LA.genome.mdl,EC.genome.mdl,M9_Ribose,29.064,31.389,6.155966192563716,38.38103380743628,44.537,95.455% (21/22),77.778% (21/27),9,0 (0),0 (0),62.963%,59.091%,0.21181,1.2228,0.73672,parasitism,-0.079996,0.074071
LA.genome.mdl,EC.genome.mdl,M9_L-Arabinose,40.734,42.644,7.108981043976849,43.37101895602314,50.48,95.455% (21/22),77.778% (21/27),11,5 (0),2 (0),62.963%,59.091%,0.17452,1.017,0.60544,amensalism,-0.04689,0.044789
LA.genome.mdl,EC.genome.mdl,M9_Serine,22.342,22.328,3.656088894959399,29.8479111050406,33.504,95.455% (21/22),77.778% (21/27),8,0 (0),0 (0),62.963%,59.091%,0.16364,1.3368,0.75003,parasitism,0.00062662,-0.00062702
LA.genome.mdl,EC.genome.mdl,M9_Lactose,40.639,46.86,9.982139710421647,59.08086028957835,69.063,95.455% (21/22),77.778% (21/27),11,0 (0),0 (0),62.963%,59.091%,0.24563,1.2608,0.7893,parasitism,-0.15308,0.13276
LA.genome.mdl,EC.genome.mdl,M9_Maltose,51.209,59.392,9.049916509647087,71.13608349035292,80.186,95.455% (21/22),77.778% (21/27),11,0 (0),0 (0),62.963%,59.091%,0.17673,1.1977,0.725,parasitism,-0.1598,0.13778
LA.genome.mdl,EC.genome.mdl,M9_Mix,69.721,74.056,23.803586187696354,88.27641381230364,112.08,95.455% (21/22),77.778% (21/27),18,1 (0),1 (0),62.963%,59.091%,0.34141,1.192,0.77954,parasitism,-0.062176,0.058537
LA.genome.mdl,EC.genome.mdl,M9_Pyruvate,21.965,21.952,3.656146756533067,29.28285324346693,32.939,95.455% (21/22),77.778% (21/27),9,0 (0),0 (0),62.963%,59.091%,0.16645,1.3339,0.75003,parasitism,0.00059185,-0.0005922
LA.genome.mdl,EC.genome.mdl,M9_Rhamnose,31.293,36.262,5.138208220011627,45.883791779988364,51.022,95.455% (21/22),77.778% (21/27),10,0 (0),0 (0),62.963%,59.091%,0.1642,1.2653,0.75527,parasitism,-0.15879,0.13703
LA.genome.mdl,EC.genome.mdl,M9_Sorbitol,0.24905,37.856,6.852299428617855,37.36670057138214,44.219,95.455% (21/22),77.778% (21/27),11,0 (0),0 (0),62.963%,59.091%,27.514,0.98707,1.1604,commensalism,-151.0,0.99342
LA.genome.mdl,EC.genome.mdl,M9_Succinate,32.51,32.491,3.6541659992773243,39.680834000722676,43.335,95.455% (21/22),77.778% (21/27),8,0 (0),1 (0),62.963%,59.091%,0.1124,1.2213,0.66668,parasitism,0.00058444,-0.00058478
LA.genome.mdl,EC.genome.mdl,M9_Trehalose,51.209,59.392,9.049914890851761,71.13608510914824,80.186,95.455% (21/22),77.778% (21/27),12,0 (0),0 (0),62.963%,59.091%,0.17673,1.1977,0.725,parasitism,-0.1598,0.13778
LA.genome.mdl,EC.genome.mdl,M9_Uridine,41.159,45.126,5.808134148575027,53.62886585142497,59.437,95.455% (21/22),77.778% (21/27),10,0 (0),0 (0),62.963%,59.091%,0.14111,1.1884,0.68885,parasitism,-0.096382,0.087909
