model1,model2,media,monoculture growth model1,monoculture growth model2,coculture growth model1,coculture growth model2,community growth,MRO_model1,MRO_model2,CIP,MIP_model1 (costless),MIP_model2 (costless),BSS_model1,BSS_model2,PC_model1,PC_model2,PC_comm,BIT,GYD1,GYD2
PR1,PR2,M9_Mix,38.307,51.305,64.593,12.206,76.799,87.500% (28/32),100.000% (28/28),14,2 (1),2 (1),60.714%,65.625%,1.6862,0.23791,0.85702,parasitism,-0.33931,0.25335
PR1,PR2,M9_Pyruvate,16.383,16.596,24.496,4.5412,29.037,87.500% (28/32),100.000% (28/28),5,1 (0),1 (0),60.714%,65.625%,1.4952,0.27363,0.88047,parasitism,-0.013001,0.012834
PR1,PR2,M9_Succinate,23.487,23.592,30.669,4.7139,35.383,87.500% (28/32),100.000% (28/28),7,0 (0),0 (0),60.714%,65.625%,1.3058,0.19981,0.75157,parasitism,-0.0044706,0.0044507
PR1,PR2,M9_Sucrose,0.0,18.384,20.306,1.2446,21.551,87.500% (28/32),100.000% (28/28),4,0 (0),0 (0),60.714%,65.625%,,0.067702,1.1723,,,1.0
PR1,PR2,M9_Trehalose,29.591,32.621,40.955,6.1747,47.13,87.500% (28/32),100.000% (28/28),12,1 (1),0 (0),60.714%,65.625%,1.384,0.18929,0.75757,parasitism,-0.1024,0.092885
PAr,PP,M9_Alanine,5.0782,16.541,24.356,4.6402,28.996,92.857% (26/28),92.857% (26/28),6,1 (0),1 (0),64.286%,60.714%,4.7962,0.28053,1.3412,parasitism,-2.2573,0.69299
PAr,PP,M9_Arginine,16.845,16.79,22.899,4.0731,26.972,92.857% (26/28),92.857% (26/28),5,0 (0),3 (0),64.286%,60.714%,1.3594,0.24259,0.8019,parasitism,0.0032651,-0.0032758
PAr,PP,M9_Fructose,29.621,29.523,36.949,6.5331,43.482,92.857% (26/28),92.857% (26/28),9,0 (0),0 (0),64.286%,60.714%,1.2474,0.22129,0.73519,parasitism,0.0033085,-0.0033194
PAr,PP,M9_GlcNAc,33.245,0.0,41.367,6.0674,47.434,92.857% (26/28),92.857% (26/28),9,0 (0),0 (0),64.286%,60.714%,1.2443,,1.4268,,1.0,
PAr,PP,M9_Acetate,7.7051,7.6789,11.838,3.5472,15.385,92.857% (26/28),92.857% (26/28),4,1 (0),1 (0),64.286%,60.714%,1.5364,0.46194,1.0001,parasitism,0.0034003,-0.0034119
PAr,PP,M9_Citrate,20.404,20.337,23.812,4.7413,28.553,92.857% (26/28),92.857% (26/28),7,0 (0),3 (0),64.286%,60.714%,1.167,0.23314,0.70084,parasitism,0.0032837,-0.0032945
PAr,PP,M9_Glucose,30.44,30.346,33.195,5.9863,39.181,92.857% (26/28),92.857% (26/28),6,1 (0),0 (0),64.286%,60.714%,1.0905,0.19727,0.64457,amensalism,0.003088,-0.0030976
PAr,PP,M9_Glutamine,18.515,8.2462,27.16,4.8835,32.044,92.857% (26/28),92.857% (26/28),6,0 (0),2 (0),64.286%,60.714%,1.4669,0.59222,1.1974,parasitism,0.55462,-1.2453
PAr,PP,M9_Isoleucine,13.449,13.405,20.538,4.4829,25.021,92.857% (26/28),92.857% (26/28),6,1 (1),2 (1),64.286%,60.714%,1.5271,0.33442,0.93174,parasitism,0.0032716,-0.0032824
PAr,PP,M9_Mannitol,11.141,0.0,11.133,9.8888e-11,11.133,92.857% (26/28),92.857% (26/28),3,0 (0),0 (0),64.286%,60.714%,0.99928,,0.99928,,1.0,
PAr,PP,M9_Mannose,30.44,30.346,33.195,5.9863,39.181,92.857% (26/28),92.857% (26/28),6,0 (0),0 (0),64.286%,60.714%,1.0905,0.19727,0.64457,amensalism,0.003088,-0.0030976
PAr,PP,M9_Proline,24.091,24.012,31.337,4.6303,35.967,92.857% (26/28),92.857% (26/28),7,0 (0),2 (1),64.286%,60.714%,1.3008,0.19283,0.74771,parasitism,0.0032792,-0.00329
PAr,PP,M9_Fumarate,23.589,23.499,25.574,4.3472,29.921,92.857% (26/28),92.857% (26/28),5,2 (0),0 (0),64.286%,60.714%,1.0841,0.185,0.63543,amensalism,0.0038153,-0.00383
PAr,PP,M9_Galactose,10.467,0.0,10.459,0.0,10.459,92.857% (26/28),92.857% (26/28),3,0 (0),0 (0),64.286%,60.714%,0.99924,,0.99924,,1.0,
PAr,PP,M9_Glycerol,21.811,21.757,23.088,4.3712,27.459,92.857% (26/28),92.857% (26/28),7,0 (0),0 (0),64.286%,60.714%,1.0585,0.20091,0.63026,amensalism,0.0024758,-0.002482
PAr,PP,M9_Ribose,19.193,19.133,26.14,4.2091,30.349,92.857% (26/28),92.857% (26/28),7,0 (0),0 (0),64.286%,60.714%,1.3619,0.21999,0.79186,parasitism,0.0031261,-0.0031359
PAr,PP,M9_L-Arabinose,8.4797,0.0,8.4747,-7.7882999999999995e-28,8.4747,92.857% (26/28),92.857% (26/28),3,0 (0),1 (0),64.286%,60.714%,0.99941,,0.99941,,1.0,
PAr,PP,M9_Serine,18.768,18.697,26.252,4.8231,31.075,92.857% (26/28),92.857% (26/28),6,3 (0),1 (0),64.286%,60.714%,1.3988,0.25796,0.82944,parasitism,0.003783,-0.0037974
PAr,PP,M9_Maltose,33.994,33.582,42.818,8.6684,51.486,92.857% (26/28),92.857% (26/28),12,1 (0),1 (1),64.286%,60.714%,1.2596,0.25812,0.7619,parasitism,0.01212,-0.012268
PAr,PP,M9_Mix,51.298,51.099,65.58,24.028,89.608,92.857% (26/28),92.857% (26/28),13,3 (2),1 (1),64.286%,60.714%,1.2784,0.47022,0.8751,parasitism,0.0038793,-0.0038944
PAr,PP,M9_Pyruvate,16.594,16.541,24.474,4.5217,28.996,92.857% (26/28),92.857% (26/28),4,0 (0),2 (0),64.286%,60.714%,1.4749,0.27337,0.87509,parasitism,0.0031939,-0.0032042
PAr,PP,M9_Sorbitol,11.452,0.0,11.443,-1.3146e-10,11.443,92.857% (26/28),92.857% (26/28),3,1 (0),0 (0),64.286%,60.714%,0.99921,,0.99921,,1.0,
PAr,PP,M9_Succinate,23.589,23.499,30.651,4.6689,35.32,92.857% (26/28),92.857% (26/28),9,1 (0),2 (0),64.286%,60.714%,1.2994,0.19868,0.75008,parasitism,0.0038153,-0.00383
PAr,PP,M9_Trehalose,33.994,0.0,42.653,8.8329,51.486,92.857% (26/28),92.857% (26/28),11,0 (0),1 (1),64.286%,60.714%,1.2547,,1.5146,,1.0,
KA,PAg3,M9_Alanine,22.126,5.2397,37.8,10.497,48.297,75.000% (18/24),60.000% (18/30),5,0 (0),0 (0),70.0%,66.667%,1.7084,2.0034,1.7649,mutualism,0.76319,-3.2228
KA,PAg3,M9_Arginine,14.623,15.33,25.829,8.1118,33.941,75.000% (18/24),60.000% (18/30),6,3 (0),3 (0),70.0%,66.667%,1.7663,0.52915,1.1331,parasitism,-0.048348,0.046119
KA,PAg3,M9_Fructose,39.307,37.537,44.946,11.506,56.452,75.000% (18/24),60.000% (18/30),9,1 (0),1 (0),70.0%,66.667%,1.1435,0.30653,0.73463,parasitism,0.04503,-0.047153
KA,PAg3,M9_GlcNAc,39.103,36.577,56.045,11.019,67.064,75.000% (18/24),60.000% (18/30),10,0 (0),0 (0),70.0%,66.667%,1.4333,0.30127,0.88615,parasitism,0.064599,-0.06906
KA,PAg3,M9_Acetate,11.063,14.818,23.309,10.388,33.697,75.000% (18/24),60.000% (18/30),4,0 (0),0 (0),70.0%,66.667%,2.107,0.70102,1.302,parasitism,-0.33942,0.25341
KA,PAg3,M9_Cellobiose,51.637,38.862,61.615,5.449,67.064,75.000% (18/24),60.000% (18/30),8,0 (0),0 (0),70.0%,66.667%,1.1932,0.14021,0.74105,parasitism,0.2474,-0.32873
KA,PAg3,M9_Citrate,33.453,34.697,45.365,9.306,54.671,75.000% (18/24),60.000% (18/30),7,0 (0),2 (0),70.0%,66.667%,1.3561,0.26821,0.80222,parasitism,-0.037187,0.035853
KA,PAg3,M9_Glucose,38.593,38.862,43.154,13.298,56.452,75.000% (18/24),60.000% (18/30),10,0 (0),0 (0),70.0%,66.667%,1.1182,0.34219,0.72884,parasitism,-0.0069702,0.0069219
KA,PAg3,M9_Glutamine,22.353,24.602,36.986,7.7932,44.779,75.000% (18/24),60.000% (18/30),5,2 (0),0 (0),70.0%,66.667%,1.6546,0.31677,0.95366,parasitism,-0.10061,0.091415
KA,PAg3,M9_Mannitol,31.4,33.319,33.835,11.166,45.001,75.000% (18/24),60.000% (18/30),9,1 (0),1 (0),70.0%,66.667%,1.0775,0.33512,0.69533,amensalism,-0.061115,0.057595
KA,PAg3,M9_Mannose,38.593,38.862,42.858,13.594,56.452,75.000% (18/24),60.000% (18/30),10,0 (0),1 (1),70.0%,66.667%,1.1105,0.34981,0.72884,parasitism,-0.0069702,0.0069219
KA,PAg3,M9_Proline,24.503,24.613,40.542,8.5731,49.115,75.000% (18/24),60.000% (18/30),7,1 (1),1 (1),70.0%,66.667%,1.6546,0.34832,0.99998,parasitism,-0.0044892,0.0044692
KA,PAg3,M9_Fumarate,32.575,34.498,44.531,9.3263,53.857,75.000% (18/24),60.000% (18/30),5,1 (0),1 (0),70.0%,66.667%,1.367,0.27034,0.80296,parasitism,-0.059033,0.055742
KA,PAg3,M9_Galactose,28.464,38.862,35.902,14.036,49.938,75.000% (18/24),60.000% (18/30),7,0 (0),0 (0),70.0%,66.667%,1.2613,0.36119,0.74173,parasitism,-0.3653,0.26756
KA,PAg3,M9_Glycerol,26.665,27.171,22.063,10.721,32.784,75.000% (18/24),60.000% (18/30),6,0 (0),0 (0),70.0%,66.667%,0.82741,0.39458,0.60896,competitive,-0.018976,0.018623
KA,PAg3,M9_Ribose,26.863,37.366,37.05,15.878,52.928,75.000% (18/24),60.000% (18/30),8,0 (0),0 (0),70.0%,66.667%,1.3792,0.42492,0.82405,parasitism,-0.39098,0.28108
KA,PAg3,M9_L-Arabinose,26.863,37.096,35.06,16.673,51.733,75.000% (18/24),60.000% (18/30),8,1 (1),0 (0),70.0%,66.667%,1.3052,0.44945,0.80885,parasitism,-0.38093,0.27585
KA,PAg3,M9_Serine,22.388,26.148,37.234,10.454,47.688,75.000% (18/24),60.000% (18/30),7,0 (0),0 (0),70.0%,66.667%,1.6631,0.39979,0.98253,parasitism,-0.16795,0.1438
KA,PAg3,M9_Maltose,51.637,38.862,61.615,5.449,67.064,75.000% (18/24),60.000% (18/30),9,0 (0),0 (0),70.0%,66.667%,1.1932,0.14021,0.74105,parasitism,0.2474,-0.32873
KA,PAg3,M9_Mix,69.4,54.9,78.45,4.6231,83.073,75.000% (18/24),60.000% (18/30),15,1 (0),1 (0),70.0%,66.667%,1.1304,0.08421,0.66833,parasitism,0.20893,-0.26412
KA,PAg3,M9_Pyruvate,22.126,25.819,36.981,10.466,47.447,75.000% (18/24),60.000% (18/30),7,0 (0),0 (0),70.0%,66.667%,1.6714,0.40537,0.98961,parasitism,-0.16691,0.14303
KA,PAg3,M9_Rhamnose,29.743,30.443,44.714,9.2041,53.918,75.000% (18/24),60.000% (18/30),7,0 (0),0 (0),70.0%,66.667%,1.5033,0.30234,0.89586,parasitism,-0.023535,0.022994
KA,PAg3,M9_Sorbitol,31.4,0.0,33.835,11.166,45.001,75.000% (18/24),60.000% (18/30),7,1 (0),2 (1),70.0%,66.667%,1.0775,,1.4332,,1.0,
KA,PAg3,M9_Succinate,32.575,34.498,46.051,9.664,55.715,75.000% (18/24),60.000% (18/30),6,1 (0),0 (0),70.0%,66.667%,1.4137,0.28013,0.83066,parasitism,-0.059033,0.055742
KA,PAg3,M9_Sucrose,0.41024,21.17,21.573,6.0737,27.647,75.000% (18/24),60.000% (18/30),7,0 (0),0 (0),70.0%,66.667%,52.587,0.2869,1.2811,parasitism,-50.604,0.98062
KA,PAg3,M9_Trehalose,51.637,38.862,61.615,5.449,67.064,75.000% (18/24),60.000% (18/30),8,0 (0),0 (0),70.0%,66.667%,1.1932,0.14021,0.74105,parasitism,0.2474,-0.32873
KA,PAg3,M9_Uridine,41.409,0.0,57.301,10.073,67.374,75.000% (18/24),60.000% (18/30),6,0 (0),0 (0),70.0%,66.667%,1.3838,,1.627,,1.0,
PR2,KA,M9_Alanine,5.0785,22.126,29.321,7.4483,36.769,57.143% (16/28),66.667% (16/24),4,0 (0),1 (0),62.5%,64.286%,5.7735,0.33663,1.3516,parasitism,-3.3568,0.77047
PR2,KA,M9_Arginine,24.305,14.623,34.768,8.8001,43.568,57.143% (16/28),66.667% (16/24),8,0 (0),1 (1),62.5%,64.286%,1.4305,0.6018,1.1192,parasitism,0.39835,-0.66211
PR2,KA,M9_Fructose,29.625,39.307,34.873,21.159,56.032,57.143% (16/28),66.667% (16/24),10,0 (0),0 (0),62.5%,64.286%,1.1771,0.53831,0.81286,parasitism,-0.32682,0.24632
PR2,KA,M9_GlcNAc,33.25,39.103,43.218,15.377,58.595,57.143% (16/28),66.667% (16/24),12,0 (0),0 (0),62.5%,64.286%,1.2998,0.39324,0.80985,parasitism,-0.17603,0.14968
